11895,476,60440241325
11896,476,60440241465
11897,476,60980024149
11898,476,60980106680
11899,476,60980031524
11900,476,60980031565
11901,476,60980039774
11902,476,60440237828
11903,476,61500123916
11904,476,61500123924
11905,476,61500138443
11906,476,61500123841
11907,476,61500138450
11908,476,61500138476
11909,476,61500123858
11910,476,61500138492
11911,476,61500123866
11912,476,61500123874
11913,476,61500292216
11914,476,61500123940
11915,476,61500013158
11916,476,61500013166
11917,476,61500013174
11918,476,61500013182
11919,476,60980009801
11920,476,60440126518
11921,477,60510026358
11922,477,60980105674
11923,477,60980105682
11924,477,60980107753
11925,477,60980107761
11926,477,60980020147
11927,477,60980017457
11928,477,60980008936
11929,477,60980006203
11930,477,60980014074
11931,477,60980015352
11932,477,60980026706
11933,477,60980106052
11934,477,60980024594
11935,477,61500049137
11936,477,61500191731
11937,477,61500032356
11938,477,60440241457
11939,477,60980108199
11940,477,60980108173
11941,477,60410009538
11942,477,60980007631
11943,477,60980007649
11944,477,60980105864
11945,477,60980011864
11946,477,60980023695
11947,477,60980108181
11948,477,60980015766
11949,477,60980026623
11950,477,60980016764
11951,477,60980017127
11952,477,60980023067
11953,477,60980031342
11954,477,60980106359
11955,477,60980031540
11956,477,61500018652
11957,477,60980106664
11958,478,60440143620
11959,478,60440179319
11960,478,61500300373
11961,478,60440296519
11962,478,60440296527
11963,478,60440296873
11964,478,60440296881
11965,478,60440296899
11966,478,60440296907
11967,478,61500098639
11968,478,61500117587
11969,478,61500120128
11970,478,61500117579
11971,478,61500120102
11972,478,61500117595
11973,478,61500117603
11974,478,61500117611
11975,478,61500117637
11976,478,61500295615
11977,478,60440233843
11978,478,61500129814
11979,478,61500129798
11980,478,60440233868
11981,478,61500129822
11982,478,60440233884
11983,478,61500118841
11984,478,61500118858
11985,478,61500115581
11986,478,61500117645
11987,478,61500089331
11988,479,61500078169
11989,479,61500072345
11990,479,FN510079638
11991,479,FN510079281
11992,479,FN510079299
11993,479,61500074127
11994,RP-ZF,61986510362
11995,RP-ZF,61986510354
11996,RP-ZF,61986510594
11997,RP-ZF,61986510487
11998,RR-ZB,61500139383
11999,RR-ZB,61500139367
12000,RR-ZB,61500139375
