4659,00051135738412,78805266026
4660,00051135738429,78805266034
4661,00051135738436,78805266042
4662,00051135738443,78805266059
4663,00051135738450,78805266067
4664,00051135738467,78805266109
4665,00051135738498,78805266406
4666,00051135738504,78805266414
4667,00051135738511,78805266430
4668,00051135738559,78805266471
4669,00051135738573,78805266513
4670,00051135738580,78805266521
4671,00051135738603,78805266547
4672,00051135738610,78805266554
4673,00051135738627,78805266562
4674,00051135738641,78805266588
4675,00051135738658,78805266596
4676,00051135738672,78805266653
4677,00051135738696,78805266679
4678,00051135738702,78805266687
4679,00051135738719,78805266695
4680,00051135738726,78805266703
4681,00051135738740,78805266729
4682,00051135738764,78805266760
4683,00051135738771,78805266778
4684,00051135738788,78805266786
4685,00051135738795,78805266794
4686,00051135738801,78805266802
4687,00051135738818,78805266828
4688,00051135738825,78805266836
4689,00051135738832,78805266851
4690,00051135738849,78805266869
4691,00051135738856,78805266877
4692,00051135738863,78805266885
4693,00051135738870,78805266893
4694,00051135738887,78805266901
4695,00051135738894,78805266919
4696,00051135738900,78805266927
4697,00051135738917,78805266943
4698,00051135738924,78805266950
4699,00051135738931,78805266968
4700,00051135738948,78805266976
4701,00051135738962,78805266992
4702,00051135738979,78805267008
4703,00051135738986,78805267016
4704,00051135738993,78805267024
4705,00051135739006,78805267032
4706,00051135739013,78805267040
4707,00051135739020,78805267057
4708,00051135739037,78805267065
4709,00051135739051,78805267099
4710,00051135739068,78805267107
4711,00051135739075,78805267115
4712,00051135739099,78805267131
4713,00051135739105,78805267149
4714,00051135739112,78805267156
4715,00051135739129,78805267164
4716,00051135739136,78805267180
4717,00051135739143,78805267214
4718,00051135739150,78805267222
4719,00051135739167,78805267230
4720,00051135739181,78805267321
4721,00051135739198,78805267339
4722,00051135739204,78805267354
4723,00051135739211,78805267453
4724,00051135739228,78805267461
4725,00051135739242,78805267495
4726,00051135739259,78805485501
4727,00051135739266,78805485675
4728,00051135739273,78805485717
4729,00051135739280,78805485725
4730,00051135739297,78805485733
4731,00051135739303,78805485758
4732,00051135739310,78805485766
4733,00051135739327,78805485774
4734,00051135739358,78805485808
4735,00051135739365,78805485816
4736,00051135739389,78805485832
4737,00051135739396,78805485840
4738,00051135739402,78805485857
4739,00051135739419,78805485865
4740,00051135739426,78805485873
4741,00051135739433,78805485881
4742,00051135739440,78805485899
4743,00051135739457,78805485907
4744,00051135739464,78805485915
4745,00051135739471,78805485923
4746,00051135739488,78805485931
4747,00051135739495,78805485949
4748,00051135739501,78805486178
4749,00051135739518,78805486400
4750,00051135739525,78805486418
4751,00051135739532,78805486483
4752,00021200227523,78805486566
4753,00051135739563,78805486574
4754,00051135739570,78805486715
4755,00051135739587,78805486723
4756,00051135739594,78805486731
4757,00051135739600,78805486749
4758,00051135739617,78805486756
4759,00051135739624,78805486764
4760,00051135739631,78805486772
4761,00051135739648,78805486806
4762,00051135739655,78805486830
4763,00051135739662,78805486848
4764,00051135739679,78805486855
4765,00051135739686,78805486871
4766,00051135739693,78805486905
4767,00051135739709,78805486913
4768,00051135739716,78805486970
4769,00051135739723,78805487002
4770,00051135739730,78805487051
4771,00051135739747,78805487143
4772,00051135739761,78805487192
4773,00051135739815,78805487291
4774,00051135739822,78805487309
4775,00051135739846,78805487325
4776,00051135739853,78805487507
4777,00051135739860,78805487515
4778,00051135739877,78805487523
4779,00051135739884,78805487531
4780,00051135739891,78805487549
4781,00051135739907,78805487556
4782,00051135739914,78805487564
4783,00051135739921,78805487572
4784,00051135739938,78805487580
4785,00051135739945,78805487598
4786,00051135739952,78805487614
4787,00051135739976,78805487648
4788,00051135739983,78805487663
4789,00051135739990,78805487671
4790,00051135740002,78805487689
4791,00051135740019,78805487697
4792,00051135740026,78805487705
4793,00051135740033,78805487739
4794,00051135740064,78805487762
4795,00051135740071,78805487770
4796,00051135740088,78805487788
4797,00051135740095,78805487796
4798,00051135740101,78805487804
4799,00051135740118,78805487812
4800,00051135740125,78805487820
4801,00051135740132,78805487838
4802,00051135740149,78805487846
4803,00051135740156,78805487853
4804,00051135740163,78805487861
4805,00051135740170,78805487879
4806,00051135740187,78805487887
4807,00051135740194,78805487895
4808,00051135740200,78805487903
4809,00051135740217,78805487911
4810,00051135740224,78805487929
4811,00051135740231,78805487937
4812,00051135740255,78805487960
4813,00051135740262,78805487978
4814,00051135740279,78805487986
4815,00051135740286,78805487994
4816,00051135740293,78805488000
4818,00051131412996,78805488018
4819,00051135740309,78805488059
4820,00051135740316,78805488067
4821,00051135740330,78805488091
4822,00051135740347,78805488109
4823,00051135740354,78805488125
4824,00051135740361,78805488133
4825,00051135740385,78805488158
4826,00051135740392,78805488166
4827,00051135740408,78805488174
4828,00051135740415,78805488190
4829,00051135740439,78805488216
4830,00051135740446,78805488224
4831,00051135740453,78805488232
4832,00051135740460,78805488240
4833,00051135740484,78805488265
4834,00051135740491,78805488273
4835,00051135740507,78805488281
4836,00051135740538,78805488315
4837,00051135740545,78805488323
4838,00051135740552,78805488331
4839,00051135740569,78805488349
4840,00051135740576,78805488356
4841,00051135740583,78805488364
4842,00051135740590,78805488372
4843,00051135740606,78805488380
4844,00051135740613,78805488406
4845,00051135740620,78805488414
4846,00051135740637,78805488430
4847,00051135740644,78805488448
4848,00051135740651,78805488455
4849,00051135740668,78805488471
4850,00051135740682,78805488554
4851,00051135740705,78805488570
4852,00051135740712,78805488588
4853,00051135740729,78805488596
4854,00051135740736,78805488604
4855,00051135740750,78805488620
4856,00051135740798,78805488661
4857,00051135740842,78805488711
4858,00051135740866,78805488737
4859,00051135740873,78805488745
4860,00051135740880,78805488760
4861,00051135740897,78805488778
4862,00051135740903,78805488786
4863,00051135740910,78805488794
4864,00051135740927,78805488828
4865,00051135740934,78805488851
4866,00051135740941,78805488869
4867,00051135740958,78805488877
4868,00051135740965,78805488893
4869,00051135740972,78805488919
4870,00051135741009,78805488968
4871,00051135741016,78805488976
4872,00051135741023,78805488984
4873,00051135741054,78805489016
4874,00051135741061,78805489024
4875,00051135741078,78805489032
4876,00051135741085,78805489040
4877,00051135741092,78805489057
4878,00051135741108,78805489065
4879,00051135741139,78805489107
4880,00051135741160,78805489131
4881,00051135741177,78805489149
4882,00051135741184,78805489156
4883,00051135741191,78805489164
4884,00051135741207,78805489172
4885,00051135741214,78805489180
4886,00051135741221,78805489198
4887,00051135741238,78805489206
4888,00051135741245,78805489222
4889,00051135741252,78805489230
4890,00051135741269,78805489248
4891,00051135741276,78805489255
4892,00051135741283,78805489263
4893,00051135741313,78805489297
4894,00051135741337,78805489313
4895,00051135741344,78805489321
4896,00051135741351,78805489339
4897,00051135741368,78805489354
4898,00051135741375,78805489370
4899,00051135741382,78805489388
4900,00051135741399,78805489396
4901,00051135741405,78805489404
4902,00051135741412,78805489420
4903,00051135741429,78805489446
4904,00051135741436,78805489461
4905,00051135741443,78805489495
4906,00051135741450,78805489503
4907,00051135741467,78805489545
4908,00051135741474,78805489552
4909,00051135741481,78805489560
4910,00051135741511,78805489602
4911,00051135741542,78805489651
4912,00051135741559,78805489669
4913,00051135741566,78805489685
4914,00051135741573,78805489693
4915,00051135741580,78805489701
4916,00051135741597,78805489727
4917,00051135741610,78805489743
4918,00051135741627,78805489750
4919,00051135741634,78805489768
4920,00051135741641,78805489776
4921,00051135741658,78805489784
4922,00051135741665,78805489792
4923,00051135741672,78805489800
4924,00051135741689,78805489818
4925,00051135741696,78805489826
4926,00051135741702,78805489834
4927,00051135741719,78805489842
4928,00051135741726,78805489867
4929,00051135741733,78805489875
4930,00051135741740,78805489883
4931,00051135741757,78805489891
4932,00051135741764,78805489909
4933,00051135741771,78805489917
4934,00051135741788,78805489925
4935,00051135741795,78805489933
4936,00051135741801,78805489941
4937,00051135741818,78805489966
4938,00051135741825,78805489974
4939,00051135741832,78805489982
4940,00051135741849,78805489990
4941,00051135741863,78805505209
4942,00051135741870,78805505308
4943,00051135741924,78805506223
4944,00051135741931,78805506231
4945,00051135741955,78805506256
4946,00051135741962,78805506264
4947,00051135741993,78805506306
4948,00051135742006,78805506314
4949,00051135742068,78805506371
4950,00051135742082,78805506405
4951,00051135742136,78805506454
4952,00051135742181,78805506504
4953,00051135742198,78805506512
4954,00051135742204,78805506538
4955,00051135742211,78805506553
4956,00051135742228,78805506561
4957,00051135742235,78805506579
4958,00051135742242,78805506587
4959,00051135742259,78805506595
4960,00051135742266,78805506603
4961,00051135742273,78805506611
4962,00051135742280,78805506629
4963,00051135742303,78805506652
4964,00051135742310,78805506660
4965,00051135742327,78805506678
4966,00051135742334,78805506686
4967,00051135742341,78805506694
4968,00051135742358,78805506710
4969,00051135742365,78805506728
4970,00051135742389,78805506744
4971,00051135742402,78805506769
4972,00051135742426,78805506785
4973,00051135742464,78805506835
4974,00051135742488,78805506850
4975,00051135742495,78805506868
4976,00051135742532,78805506900
4977,00051135742563,78805506942
4978,00051135742570,78805506959
4979,00051135742587,78805506975
4980,00051135742600,78805506991
4981,00051135742648,78805507031
4982,00051135742655,78805507056
4983,00051135742679,78805507098
4984,00051135742693,78805507114
4985,00051135742723,78805507148
4986,00051135742730,78805507155
4987,00051135742754,78805507171
4988,00051135742761,78805507189
4989,00051135742778,78805507197
4990,00051135742785,78805507205
4991,00051135742792,78805507213
4992,00051135742808,78805507247
4993,00051135742839,78805507288
4994,00051135742846,78805507296
4995,00051135742853,78805507304
4996,00051135742860,78805507312
4997,00051135742877,78805507320
4998,00051135742884,78805507338
4999,00051135742907,78805507361
5000,00051135742921,78805507387
5001,00051135742938,78805507452
5002,00051135742945,78805507460
5003,00051135742952,78805507478
5004,00051135742969,78805507486
5005,00051135743010,78805507551
5006,00051135743027,78805507569
5007,00051135743096,78805507684
5008,00051135743102,78805507718
5009,00051135743119,78805507726
5010,00051135743188,78805507809
5011,00051135743263,78805507890
5012,00051135743409,78805508054
5013,00051135743454,78805508138
5014,00051135743478,78805508161
5015,00051135743485,78805508179
5016,00051135743492,78805508187
5017,00051135743515,78805508211
5018,00051135743553,78805508252
5019,00051135743560,78805508500
5020,00051135743584,78805508567
5021,00051135743607,78805508674
5022,00051135743638,78805508757
5023,00051135743683,78805509656
5024,00051135743690,78805509698
5025,00051135743706,78805509706
5026,00051135743713,78805509714
5027,00051135743720,78805509730
5028,00051135743744,78805509763
5029,00051135743751,78805509789
5030,00051135743768,78805509805
5031,00051135743775,78805509813
5032,00051135743799,78805509839
5033,00051135743805,78805509920
5034,00051135743812,78805509938
5035,00051135743836,78805509953
5036,00051135743850,78805509995
5037,00051135743867,78805639453
5038,00051135743874,78805639651
5039,00051135743881,78805757008
5040,00051135743898,78805757016
5041,00051135743904,78805757024
5042,00051135743911,78805757032
5043,00051135743928,78805757040
5044,00051135743942,78805757065
5045,00051135743959,78805757073
5046,00051135743966,78805757081
5047,00051135743980,78805757164
5048,00051135743997,78805757230
5049,00051135744000,78805757248
5050,00051135744024,78805757297
5051,00051135744031,78805757305
5052,00051135744048,78805757313
5053,00051135744055,78805757321
5054,00051135744062,78805757339
5055,00051135744079,78805757354
5056,00051135744086,78805757388
5057,00051135744093,78805757396
5058,00051135744109,78805757404
5059,00051135744123,78805757453
5060,00051135744147,78805757479
5061,00051135744154,78805757487
5062,00051135744161,78805757537
5063,00051135744178,78805757545
5064,00051135744185,78805757552
5065,00051135744192,78805757586
5066,00051135744222,78805758006
5067,00051135744239,78805758030
5068,00051135744246,78805758071
5069,00051135744253,78805758089
5070,00051135744260,78805758097
5071,00051135744277,78805758113
5072,00051135744284,78805758121
5073,00051135744307,78805758345
5074,00051135744314,78805758352
5075,00051135744321,78805758576
5076,00051135744338,78805758584
5077,00021200227691,78805758824
5078,00051135744376,78805758956
5079,00051135744383,78805760051
5080,00051135744413,78805760093
5081,00051135744420,78805760101
5082,00051135744437,78805760119
5083,00051135744468,78805760317
5084,00051135744499,78805760549
5085,00051135744505,78805761075
5086,00051135744550,78805761679
5087,00051135744574,78805761703
5088,00051135744581,78805761760
5089,00051135744635,78805915556
5090,00051135744642,78805955107
5091,00051135744659,78805955115
5092,00051135744673,78805955164
5093,00051135744680,78805955172
5094,00051135744710,78805955206
5095,00051135744734,78805955255
5096,00051135744741,78805955438
5097,00051135744758,78805955511
5098,00051135744765,78805955529
5099,00051135744772,78805955560
5100,00051135744789,78805955586
5101,00051135744796,78805955594
5102,00051135744802,78805955800
5103,00051135744819,78805955826
5104,00051135744826,78805955834
5105,00051135744833,78805955842
5106,00051135744840,78805955859
5107,00051135744857,78805955867
5108,00051135744864,78805955875
5109,00051135744871,78805955883
5110,00051135744888,78805955891
5111,00051135744895,78805955909
5112,00051135744901,78805955917
5113,00051135744918,78805955925
5114,00051135744925,78805955933
5115,00051135744932,78805955941
5116,00051135744949,78805955958
5117,00051135744970,78805955990
5118,00051135745007,78805956030
5119,00051135745038,78805956063
5120,00051135745045,78805956071
5121,00051135745052,78805956097
5122,00051135745069,78805956105
5123,00051135745076,78805956113
5124,00051135745083,78805956121
5125,00051135745090,78805956139
5126,00051135745106,78805956154
5127,00051135745113,78805956162
5128,00051135745120,78805956170
5129,00051135745144,78805956204
5130,00051135745151,78805956238
5131,00051135745168,78805956253
5132,00051135745175,78805956261
5133,00051135745199,78805956303
5134,00051135745205,78805956311
5135,00051135745229,78805956337
5136,00051135745243,78805956964
5137,00051135745274,78805957343
5138,00051135745281,78805957350
5139,00051135745298,78805957418
5140,00051135745304,78805957467
5141,00051135745311,78805957533
5142,00051135745328,78805957541
5143,00021200960413,78805957566
5144,00051135745342,78805957582
5145,00051135745359,78805957624
5146,00051135745373,78805957715
5147,00051135745380,78805957723
5148,00051135745397,78805957749
5149,00051135745410,78805957798
5150,00051135745434,78805957855
5151,00051135745441,78805957905
5152,00051135745458,78805958119
5153,00051135745465,78805958135
5154,00051135745472,78805958200
5155,00051135745519,78805958317
5156,00051135745618,78805958465
5157,00051135745632,78805958481
5158,00051135745670,78805958689
5159,00051135745694,78805958796
5160,00051135745717,78805958895
5161,00051135745724,78805958903
5162,00051135745755,78805959844
5163,00051135745779,78806074130
5164,00051135745793,78806074155
5165,00051135745816,78806074189
5166,00051135745861,78806075111
5167,00051135745915,78806075186
5168,00051135745922,78806075194
5169,00051135745939,78806075202
5170,00051135745946,78806075210
5171,00051135745953,78806075228
5172,00051135745977,78806075244
5173,00051135745991,78806075277
5174,00051135746035,78806075319
5175,00051135746042,78806075327
5176,00051135746059,78806075335
5177,00051135746066,78806075343
5178,00051135746073,78806075350
5179,00051135746097,78806075376
5180,00051135746103,78806075384
5181,00051135746110,78806075392
5182,00051135746127,78806075418
5183,00051135746172,78806075467
5184,00051135746189,78806075475
5185,00051135746219,78806075517
5186,00051135746226,78806075533
5187,00051135746233,78806075541
5188,00051135746240,78806075558
5189,00051135746264,78806075582
5190,00051135746288,78806075616
5191,00051135746295,78806075624
5192,00051135746325,78806075657
5193,00051135746332,78806075665
5194,00051135746349,78806075673
5195,00051135746356,78806075681
5196,00051135746363,78806075699
5197,00051135746394,78806075723
5198,00051135746462,78806075806
5199,00051135746479,78806075814
5200,00051135746486,78806075822
5201,00051135746493,78806075830
5202,00051135746523,78806075863
5203,00051135746554,78806075913
5204,00051135746561,78806075921
5205,00051135746707,78806076119
5206,00051135746783,78806076267
5207,00051135746806,78806076309
5208,00051135746813,78806076317
5209,00051135746844,78806076374
5210,00051135746875,78806076416
5211,00051135746882,78806076432
5212,00051135746899,78806076457
5213,00051135746912,78806076481
5214,00051135746943,78806076515
5215,00051135746950,78806076523
5216,00051135746998,78806076564
5217,00051135747001,78806076572
5218,00051135747087,78806076663
5219,00051135747094,78806076671
5220,00051135747117,78806076697
5221,00051135747155,78806076747
5222,00051135747162,78806076754
5223,00051135747186,78806076788
5224,00051135747216,78806076812
5225,00051135747261,78806076903
5226,00051135747285,78806076929
5227,00051135747292,78806076937
5228,00051135747346,78806076994
5229,00051135747384,78806077067
5230,00051135747391,78806077083
5231,00051135747414,78806077109
5232,00051135747438,78806077125
5233,00051135747490,78806077182
5234,00051135747506,78806077190
5235,00051135747520,78806077216
5236,00051135747575,78806077281
5237,00051135747742,78806077471
5238,00051135747759,78806077489
5239,00051135747797,78806077521
5240,00051135747803,78806077539
5241,00051135747810,78806077547
5242,00051135747858,78806077588
5243,00051135747889,78806077620
5244,00051135747902,78806077646
5245,00051135747919,78806077653
5246,00051135747926,78806077661
5247,00051135747971,78806077752
5248,00051135747988,78806077760
5249,00051135747995,78806077778
5250,00051135748008,78806077786
5251,00051135748015,78806077794
5252,00051135748077,78806077851
5253,00051135748152,78806077935
5254,00051135748169,78806077943
5255,00051135748190,78806077976
5256,00051135748275,78806078073
5257,00051135748350,78806078156
5258,00051135748374,78806078180
5259,00051135748428,78806078230
5260,00051135748480,78806078305
5261,00051135748541,78806078461
5262,00051135748558,78806078487
5263,00051135748565,78806078495
5264,00051135748572,78806078511
5265,00051135748589,78806078537
5266,00051135748596,78806078545
5267,00051135748602,78806078578
5268,00051135748619,78806078586
5269,00051135748640,78806078610
5270,00051135748657,78806078644
5271,00051135748664,78806078651
5272,00051135748671,78806078669
5273,00051135748695,78806078693
5274,00051135748718,78806078727
5275,00051135748725,78806078735
5276,00051135748732,78806078743
5277,00051135748749,78806078750
5278,00051135748756,78806078768
5279,00051135748763,78806078776
5280,00051135748770,78806078784
5281,00051135748787,78806078792
5282,00051135748794,78806078800
5283,00051135748800,78806078818
5284,00051135748817,78806078859
5285,00051135748824,78806078867
5286,00051135748831,78806078883
5287,00051135748848,78806078891
5288,00051135748855,78806078909
5289,00051135748886,78806078958
5290,00051135748893,78806078966
5291,00051135748916,78806078990
5292,00051135748923,78806079006
5293,00051135748954,78806079162
5294,00051135748961,78806079170
5295,00051135748978,78806079188
5296,00051135748985,78806079196
5297,00051135748992,78806079204
5298,00051135749036,78806079261
5299,00051135749050,78806079287
5300,00051135749067,78806079295
5301,00051135749074,78806079303
5302,00051135749081,78806079311
5303,00051135749104,78806079337
5304,00051135749111,78806079360
5305,00051135749128,78806079378
5306,00051135749135,78806079386
5307,00051135749142,78806079394
5308,00051135749159,78806079402
5309,00051135749166,78806079410
5310,00051135749173,78806079428
5311,00051135749180,78806079436
5312,00051135749197,78806079477
5313,00051135749203,78806079485
5314,00051135749234,78806079543
5315,00051135749241,78806079550
5316,00051135749258,78806079584
5317,00051135749265,78806079592
5318,00051135749272,78806079600
5319,00051135749296,78806079642
5320,00051135749302,78806079659
5321,00051135749388,78806079774
5322,00051135749401,78806079790
5323,00051135749418,78806079808
5324,00051135749425,78806079816
5325,00051135749432,78806079832
5326,00051135749449,78806079840
5327,00051135749456,78806079857
5328,00051135749463,78806079881
5329,00051135749470,78806079956
5330,00051135749487,78806079964
5331,00051135749524,78806080004
5332,00051135749531,78806080038
5333,00051135749548,78806080053
5334,00051135749555,78806080061
5335,00051135749562,78806080079
5336,00051135749579,78806080087
5337,00051135749586,78806080095
5338,00051135749593,78806080103
5339,00051135749609,78806080111
5340,00051135749616,78806080137
5341,00051135749623,78806080145
5342,00051135749630,78806080152
5343,00051135749647,78806080160
5344,00051135749678,78806080194
5345,00051135749685,78806080202
5346,00051135749708,78806080228
5347,00051135749715,78806080269
5348,00051135749722,78806080277
5349,00051135749739,78806080285
5350,00051135749746,78806080293
5351,00051135749753,78806080335
5352,00051135749760,78806080343
5353,00051135749777,78806080350
5354,00051135749784,78806080368
5355,00051135749791,78806080376
5356,00051135749807,78806080384
5357,00051135749814,78806080517
5358,00051135749821,78806080525
5359,00051135749838,78806080533
5360,00051135749852,78806080558
5361,00051135749869,78806080566
5362,00051135749876,78806080574
5363,00051135749883,78806080582
5364,00051135749890,78806080590
5365,00051135749920,78806080640
5366,00051135749937,78806080657
5367,00051135749944,78806080665
5368,00051135749951,78806080673
5369,00051135749968,78806080681
5370,00051135749975,78806080699
5371,00051135750001,78806080731
5372,00051135750025,78806080764
5373,00051135750032,78806080780
5374,00051135750049,78806080798
5375,00051135750056,78806080806
5376,00051135750063,78806080814
5377,00051135750070,78806080822
5378,00051135750087,78806080863
5379,00051135750094,78806080871
5380,00051135750100,78806080889
5381,00051135750124,78806080913
5382,00051135750131,78806080939
5383,00051135750148,78806080947
5384,00051135750193,78806081002
5385,00051135750223,78806081069
5386,00051135750278,78806081119
5387,00051135750315,78806081168
5388,00051135750346,78806081192
5389,00051135750353,78806081200
5390,00051135750377,78806081226
5391,00051135750384,78806081234
5392,00051135750391,78806081242
5393,00051135750414,78806081275
5394,00051135750421,78806081283
5395,00051135750438,78806081291
5396,00051135750445,78806081309
5397,00051135750452,78806081317
5398,00051135750469,78806081325
5399,00051135750476,78806081341
5400,00051135750483,78806081358
5401,00051135750490,78806081366
5402,00051135750506,78806081374
5403,00051135750513,78806081390
5404,00051135750520,78806081408
5405,00051135750551,78806081473
5406,00051135750575,78806081515
5407,00051135750582,78806081549
5408,00051135750599,78806081671
5409,00051135750605,78806081705
5410,00051135750612,78806081713
5411,00051135750629,78806081721
5412,00051135750636,78806081739
5413,00051135750643,78806081754
5414,00051135750650,78806081796
5415,00051135750674,78806081812
5416,00051135750681,78806081820
5417,00051135750698,78806081838
5418,00051135750704,78806081846
5419,00051135750711,78806081853
5420,00051135750728,78806081887
5421,00051135750735,78806081895
5422,00051135750759,78806081911
5423,00051135750766,78806081929
5424,00051135750773,78806081937
